V0_LATITUDE,V1_LATITUDE,V2_LATITUDE,V3_LATITUDE,V0_LONGITUDE,V1_LONGITUDE,V2_LONGITUDE,V3_LONGITUDE,mg/si,al/si,ca/si
22.214,16.566,16.556,22.203,-123.568,-123.638,-122.975,-122.878,0.303,0.871,0.261
33.736,28.499,28.488,33.725,-126.614,-126.682,-125.939,-125.821,0.404,0.938,0.525
17.362,11.715,11.704,17.351,-121.507,-121.578,-120.932,-120.843,0.174,0.566,0.223
2.014,-3.634,-3.644,2.005,-126.984,-127.055,-126.416,-126.347,0.473,0.947,0.45
-35.8,-41.463,-41.477,-35.812,-123.42,-123.592,-122.666,-122.579,0.332,1.079,0.268
60.73,55.472,55.454,60.709,-126.079,-126.236,-124.993,-124.615,0.258,0.691,0.26
-58.76,-64.436,-64.461,-58.78,-131.757,-132.264,-130.533,-130.344,0.322,0.913,0.321
65.258,59.988,59.968,65.234,-131.372,-131.543,-130.077,-129.591,0.556,1.435,0.344
68.62,63.346,63.324,68.593,-132.36,-132.561,-130.898,-130.28,0.294,0.98,0.24
-19.93,-25.585,-25.596,-19.941,-129.398,-129.499,-128.767,-128.703,0.409,0.821,0.516
8.279,2.631,2.621,8.269,-126.911,-126.979,-126.342,-126.268,0.233,0.743,0.261
23.044,17.392,17.382,23.034,-128.871,-128.935,-128.259,-128.165,0.332,0.623,0.457
83.92,78.641,78.583,83.812,-123.826,-125.762,-121.853,-116.516,0.442,0.972,0.457
34.481,29.247,29.235,34.469,-121.283,-121.358,-120.62,-120.494,0.463,0.892,0.325
55.765,50.092,50.077,55.748,-131.639,-131.75,-130.646,-130.359,0.305,0.583,0.236
-67.565,-73.243,-73.28,-67.593,-134.694,-135.736,-133.073,-132.721,0.242,0.67,0.518
-67.076,-72.753,-72.788,-67.101,-135.636,-136.607,-134.031,-133.712,0.312,0.692,0.321
60.722,55.045,55.028,60.702,-131.519,-131.658,-130.401,-130.02,0.476,1.077,0.323
-59.171,-64.436,-64.461,-59.191,-131.787,-132.264,-130.533,-130.355,0.338,0.874,0.346
-0.131,-5.364,-5.373,-0.14,-131.247,-131.31,-130.663,-130.605,0.382,1.098,0.242
-54.388,-60.065,-60.088,-54.407,-124.17,-124.576,-123.083,-122.916,0.3,0.779,0.338
81.127,75.444,75.398,81.051,-120.618,-121.855,-118.87,-115.684,0.49,1.194,0.39
-66.745,-72.013,-72.048,-66.772,-134.586,-135.454,-132.98,-132.684,0.254,0.715,0.52
-83.652,-89.364,-88.607,-83.746,-144.187,-165.628,-147.758,-136.975,0.306,1.032,0.395
-26.588,-31.829,-31.841,-26.599,-129.518,-129.628,-128.839,-128.776,0.396,0.805,0.404
30.981,25.33,25.319,30.969,-123.457,-123.532,-122.822,-122.701,0.329,0.735,0.495
-24.723,-30.379,-30.39,-24.733,-131.589,-131.7,-130.926,-130.862,0.232,0.742,0.27
9.848,4.612,4.604,9.84,-134.34,-134.39,-133.74,-133.68,0.413,0.893,0.286
-56.056,-61.73,-61.751,-56.074,-133.647,-134.057,-132.506,-132.354,0.299,0.864,0.243
78.019,72.749,72.71,77.962,-119.236,-119.988,-117.495,-115.618,0.224,0.974,0.355
60.108,54.434,54.416,60.087,-129.345,-129.494,-128.27,-127.892,0.524,1.044,0.422
-53.995,-59.255,-59.275,-54.012,-133.529,-133.86,-132.436,-132.311,0.308,0.965,0.195
-61.731,-67.002,-67.032,-61.756,-125.767,-126.374,-124.416,-124.181,0.249,0.978,0.377
29.675,24.026,24.015,29.664,-122.412,-122.487,-121.787,-121.67,0.391,0.77,0.341
72.076,66.398,66.371,72.039,-122.214,-122.609,-120.798,-119.815,0.436,0.808,0.511
28.477,22.827,22.817,28.466,-123.49,-123.563,-122.869,-122.756,0.342,0.852,0.485
10.449,5.215,5.206,10.44,-132.199,-132.254,-131.607,-131.542,0.388,1.005,0.296
71.576,65.893,65.867,71.542,-127.718,-128.051,-126.244,-125.339,0.41,1.153,0.541
-82.518,-87.576,-87.88,-82.61,-137.061,-158.575,-139.119,-130.843,0.149,0.868,0.203
13.709,8.477,8.468,13.699,-126.85,-126.911,-126.267,-126.192,0.326,0.614,0.28
-55.559,-60.82,-60.84,-55.577,-134.645,-135.001,-133.504,-133.375,0.489,0.856,0.501
79.033,73.761,73.72,78.971,-120.114,-120.968,-118.31,-116.147,0.378,1.304,0.324
16.05,10.816,10.807,16.041,-130.011,-130.068,-129.413,-129.339,0.588,0.987,0.592
26.808,21.572,21.562,26.797,-127.764,-127.826,-127.13,-127.034,0.344,0.71,0.241
54.444,48.779,48.763,54.426,-125.184,-125.312,-124.271,-123.985,0.438,1.108,0.411
-1.165,-6.398,-6.407,-1.175,-129.139,-129.205,-128.56,-128.499,0.264,0.758,0.284
61.334,55.665,55.646,61.311,-122.828,-123.012,-121.777,-121.35,0.215,0.837,0.456
18.615,12.968,12.958,18.605,-121.491,-121.562,-120.913,-120.822,0.268,0.829,0.234
-40.767,-46.017,-46.031,-40.779,-133.004,-133.177,-132.174,-132.098,0.305,0.581,0.422
30.226,24.571,24.561,30.215,-129.858,-129.923,-129.202,-129.092,0.311,0.793,0.242
46.787,41.124,41.111,46.772,-127.488,-127.582,-126.685,-126.487,0.359,1.146,0.322
30.146,24.913,24.902,30.135,-123.468,-123.537,-122.83,-122.72,0.23,0.624,0.444
-59.679,-65.359,-65.387,-59.702,-125.586,-126.157,-124.334,-124.111,0.265,0.997,0.292
60.183,54.507,54.49,60.163,-130.434,-130.577,-129.345,-128.969,0.268,0.605,0.423
-62.369,-67.636,-67.664,-62.392,-133.088,-133.686,-131.705,-131.49,0.456,1.41,0.295
1.756,-3.893,-3.902,1.747,-129.105,-129.174,-128.532,-128.465,0.367,1.292,0.449
-23.233,-28.473,-28.483,-23.243,-133.668,-133.762,-133.006,-132.952,0.34,0.8,0.187
18.604,13.365,13.357,18.595,-134.263,-134.311,-133.64,-133.57,0.24,0.609,0.222
-32.721,-38.382,-38.396,-32.733,-125.443,-125.596,-124.721,-124.641,0.273,0.988,0.564
-23.988,-29.644,-29.655,-23.999,-130.522,-130.633,-129.866,-129.801,0.322,0.781,0.226
54.647,48.978,48.963,54.629,-128.406,-128.525,-127.466,-127.184,0.356,1.043,0.398
-26.83,-32.487,-32.498,-26.84,-134.778,-134.886,-134.093,-134.035,0.568,1.414,0.531
-58.447,-63.712,-63.737,-58.467,-130.696,-131.154,-129.468,-129.294,0.218,0.723,0.329
43.121,37.874,37.862,43.108,-129.692,-129.768,-128.912,-128.755,0.28,0.766,0.267
-3.506,-9.155,-9.165,-3.515,-125.995,-126.072,-125.423,-125.356,0.465,0.958,0.265
-10.925,-16.576,-16.586,-10.935,-127.151,-127.237,-126.561,-126.496,0.304,0.727,0.379
83.137,77.454,77.401,83.037,-118.571,-120.449,-116.981,-112.204,0.315,1.073,0.214
-33.235,-38.896,-38.909,-33.247,-129.66,-129.808,-128.93,-128.854,0.27,0.749,0.289
26.38,20.727,20.717,26.369,-128.834,-128.899,-128.206,-128.104,0.244,0.526,0.304
50.71,45.047,45.033,50.694,-125.269,-125.38,-124.421,-124.182,0.427,0.839,0.427
7.601,1.952,1.943,7.592,-129.039,-129.104,-128.465,-128.393,0.504,1.217,0.352
-40.949,-46.615,-46.631,-40.963,-126.723,-126.927,-125.902,-125.807,0.387,0.886,0.444
-70.977,-76.657,-76.708,-71.013,-129.119,-130.764,-127.329,-126.736,0.49,0.93,0.578
-21.421,-26.66,-26.669,-21.43,-134.691,-134.776,-134.036,-133.985,0.297,0.984,0.506
-63.377,-68.646,-68.676,-63.401,-131.119,-131.785,-129.695,-129.451,0.393,1.244,0.342
8.37,2.723,2.713,8.36,-122.675,-122.747,-122.114,-122.037,0.181,0.581,0.389
45.513,39.856,39.842,45.498,-122.168,-122.268,-121.407,-121.211,0.293,0.949,0.3
-6.073,-11.722,-11.732,-6.083,-124.972,-125.053,-124.397,-124.331,0.39,0.993,0.43
65.162,59.489,59.468,65.136,-123.744,-123.971,-122.575,-122.026,0.382,0.743,0.192
44.277,39.031,39.018,44.264,-128.602,-128.681,-127.813,-127.647,0.314,1.437,0.592
75.784,70.103,70.07,75.737,-121.801,-122.379,-120.219,-118.754,0.332,0.868,0.496
-16.84,-22.077,-22.087,-16.849,-134.625,-134.702,-133.994,-133.944,0.405,1.134,0.401
84.602,79.325,79.263,84.479,-122.116,-124.497,-120.348,-113.934,0.314,0.998,0.297
79.292,74.006,73.969,79.236,-131.418,-132.043,-129.229,-127.184,0.493,1.134,0.316
17.77,12.116,12.107,17.761,-134.27,-134.322,-133.655,-133.581,0.24,0.568,0.314
0.19,-5.043,-5.052,0.18,-130.183,-130.247,-129.602,-129.542,0.474,0.481,0.223
73.347,68.185,68.156,73.308,-124.274,-124.672,-122.693,-121.666,0.471,1.046,0.346
-1.48,-7.129,-7.138,-1.49,-124.912,-124.988,-124.345,-124.277,0.377,0.952,0.599
-59.673,-65.351,-65.378,-59.694,-129.75,-130.303,-128.497,-128.288,0.357,1.594,0.479
52.531,46.859,46.846,52.516,-132.801,-132.892,-131.863,-131.625,0.267,0.844,0.308
-68.705,-73.975,-74.016,-68.735,-131.795,-132.901,-130.085,-129.693,0.523,1.256,0.638
-10.658,-15.893,-15.902,-10.667,-130.317,-130.392,-129.717,-129.66,0.422,0.916,0.524
5.444,-0.203,-0.213,5.434,-122.711,-122.784,-122.151,-122.077,0.235,0.595,0.322
-6.011,-11.243,-11.253,-6.021,-126.028,-126.102,-125.447,-125.385,0.457,1.002,0.561
57.958,52.287,52.27,57.938,-128.323,-128.461,-127.312,-126.975,0.28,0.896,0.359
12.389,6.737,6.728,12.379,-131.114,-131.174,-130.526,-130.452,0.413,1.485,0.311
-37.38,-43.043,-43.057,-37.392,-128.715,-128.89,-127.941,-127.856,0.29,0.675,0.381
58.245,52.982,52.966,58.226,-131.583,-131.699,-130.511,-130.202,0.36,0.712,0.102
71.664,65.986,65.959,71.628,-122.25,-122.63,-120.852,-119.907,0.447,0.849,0.494
82.317,76.634,76.584,82.228,-119.01,-120.588,-117.339,-113.322,0.282,1.198,0.332
-79.694,-84.911,-85.047,-79.76,-134.395,-141.676,-132.485,-129.922,0.197,0.703,0.256
-71.147,-76.826,-76.876,-71.183,-131.208,-132.861,-129.401,-128.816,0.604,0.986,0.583
-78.491,-84.129,-84.245,-78.55,-134.657,-140.684,-132.763,-130.677,0.168,0.672,0.277
-69.259,-74.531,-74.574,-69.291,-129.829,-131.028,-128.091,-127.658,0.36,1.146,0.514
-62.296,-67.975,-68.006,-62.32,-128.941,-129.623,-127.589,-127.332,0.242,0.786,0.261
30.123,24.88,24.871,30.112,-133.081,-133.134,-132.403,-132.306,0.161,0.985,0.298
45.147,39.906,39.892,45.133,-123.241,-123.332,-122.467,-122.289,0.628,1.281,0.554
63.817,58.146,58.126,63.792,-122.728,-122.94,-121.609,-121.106,0.418,0.782,0.298
1.684,-3.964,-3.974,1.674,-122.758,-122.833,-122.197,-122.125,0.197,0.483,0.183
-12.453,-18.104,-18.114,-12.463,-124.007,-124.099,-123.415,-123.349,0.186,0.509,0.268
24.477,18.827,18.816,24.466,-125.664,-125.732,-125.056,-124.956,0.449,1.397,0.615
-75.469,-81.135,-81.208,-75.513,-135.378,-138.462,-133.303,-132.27,0.186,0.688,0.286
36.054,30.396,30.385,36.042,-129.788,-129.858,-129.09,-128.958,0.352,0.608,0.303
10.302,4.651,4.642,10.293,-131.135,-131.197,-130.551,-130.48,0.542,1.16,0.329
38.134,32.475,32.463,38.122,-129.761,-129.834,-129.044,-128.904,0.343,0.691,0.332
5.773,0.124,0.115,5.763,-126.94,-127.009,-126.372,-126.3,0.303,0.979,0.243
2.174,-3.058,-3.067,2.165,-129.1,-129.164,-128.523,-128.46,0.294,1.017,0.337
32.214,26.559,26.548,32.203,-128.766,-128.834,-128.102,-127.984,0.4,0.987,0.251
-82.641,-87.7,-87.998,-82.728,-141.02,-163.043,-142.73,-134.777,0.235,0.991,0.488
-60.797,-66.477,-66.506,-60.82,-126.723,-127.339,-125.43,-125.193,0.339,0.679,0.23
-35.471,-41.134,-41.147,-35.483,-127.615,-127.779,-126.863,-126.78,0.429,1.066,0.467
17.203,11.552,11.543,17.193,-128.935,-128.998,-128.343,-128.26,0.399,1.025,0.399
89.239,88.72,88.381,89.501,-88.797,-26.54,2.842,-12.879,0.732,0.543,0.307
8.279,3.048,3.039,8.269,-126.911,-126.974,-126.337,-126.268,0.247,0.859,0.223
41.93,36.69,36.677,41.916,-124.362,-124.445,-123.622,-123.465,0.207,0.836,0.309
-73.18,-78.449,-78.51,-73.221,-127.568,-129.589,-125.582,-124.847,0.383,0.795,0.477
-13.844,-19.496,-19.506,-13.854,-127.193,-127.284,-126.593,-126.528,0.357,0.567,0.136
-9.172,-14.405,-14.416,-9.183,-122.904,-122.984,-122.319,-122.256,0.4,0.764,0.456
-20.787,-26.025,-26.036,-20.797,-124.144,-124.244,-123.508,-123.444,0.31,0.787,0.303
-31.18,-36.841,-36.854,-31.193,-124.355,-124.501,-123.648,-123.57,0.278,0.905,0.243
-53.767,-59.026,-59.044,-53.783,-135.571,-135.882,-134.475,-134.365,0.266,0.82,0.371
55.496,49.828,49.812,55.478,-127.308,-127.435,-126.359,-126.062,0.319,0.76,0.301
75.33,70.061,70.028,75.284,-120.771,-121.3,-119.151,-117.829,0.388,0.674,0.391
-18.16,-23.814,-23.824,-18.17,-130.425,-130.52,-129.801,-129.739,0.378,0.817,0.586
23.186,17.53,17.521,23.177,-134.223,-134.275,-133.586,-133.503,0.419,1.205,0.199
57.628,52.369,52.352,57.609,-129.414,-129.537,-128.38,-128.073,0.577,1.065,0.372
72.445,66.755,66.731,72.413,-133.313,-133.58,-131.661,-130.756,0.45,1.233,0.545
82.279,76.581,76.538,82.204,-132.001,-132.998,-129.617,-126.083,0.33,0.606,0.261
69.364,64.102,64.076,69.331,-120.265,-120.57,-118.932,-118.201,0.237,0.943,0.22
25.137,19.906,19.895,25.127,-123.532,-123.598,-122.92,-122.824,0.347,0.963,0.488
34.318,29.082,29.071,34.305,-123.412,-123.485,-122.745,-122.622,0.405,0.962,0.406
-8.325,-13.56,-13.569,-8.335,-132.403,-132.472,-131.805,-131.75,0.328,0.734,0.363
2.696,-2.951,-2.961,2.687,-124.86,-124.933,-124.296,-124.226,0.228,0.645,0.351
43.23,37.988,37.975,43.216,-125.408,-125.492,-124.649,-124.485,0.35,0.724,0.313
31.094,25.85,25.841,31.084,-134.153,-134.202,-133.462,-133.366,0.351,1.119,0.508
76.996,71.717,71.682,76.947,-128.273,-128.816,-126.399,-124.851,0.375,1.099,0.32
57.904,52.228,52.213,57.886,-132.697,-132.81,-131.64,-131.324,0.431,0.474,0.447
67.492,62.232,62.208,67.463,-121.464,-121.724,-120.197,-119.574,0.399,1.418,0.484
5.519,0.288,0.279,5.51,-128.002,-128.065,-127.427,-127.361,0.362,0.739,0.426
-14.261,-19.496,-19.506,-14.271,-127.2,-127.284,-126.593,-126.533,0.446,0.57,0.147
-59.508,-64.776,-64.803,-59.53,-127.657,-128.165,-126.393,-126.196,0.325,0.678,0.365
-82.896,-87.881,-88.258,-82.997,-133.657,-160.741,-138.382,-127.029,0.281,0.83,0.417
-61.735,-67.003,-67.031,-61.758,-130.962,-131.545,-129.609,-129.393,0.282,1.014,0.316
-37.598,-43.261,-43.274,-37.611,-131.869,-132.038,-131.089,-131.009,0.291,1.106,0.292
87.217,81.535,81.46,86.99,-121.598,-127.304,-121.988,-106.257,0.517,0.953,0.479
-68.306,-73.983,-74.021,-68.333,-135.803,-136.908,-134.127,-133.767,0.365,0.696,0.307
-0.817,-6.051,-6.059,-0.826,-132.316,-132.378,-131.729,-131.672,0.181,0.511,0.299
-40.595,-45.846,-45.86,-40.608,-130.906,-131.083,-130.081,-130,0.448,0.999,0.254
78.663,73.391,73.351,78.604,-121.3,-122.095,-119.491,-117.455,0.255,0.695,0.242
-9.511,-15.162,-15.172,-9.52,-129.244,-129.325,-128.654,-128.592,0.259,0.537,0.376
-25.314,-30.554,-30.565,-25.323,-133.703,-133.802,-133.028,-132.972,0.245,0.899,0.191
47.353,41.687,41.675,47.339,-130.705,-130.792,-129.873,-129.677,0.256,0.676,0.285
66.783,61.102,61.08,66.757,-130.199,-130.411,-128.895,-128.307,0.324,0.844,0.181
19.624,13.971,13.962,19.615,-132.109,-132.167,-131.497,-131.415,0.419,0.631,0.414
71.02,65.744,65.72,70.988,-131.096,-131.359,-129.535,-128.755,0.44,0.727,0.56
67.34,61.663,61.641,67.312,-125.8,-126.051,-124.534,-123.896,0.372,0.722,0.298
40.928,35.264,35.253,40.916,-132.965,-133.031,-132.198,-132.052,0.464,0.705,0.23
-55.374,-60.636,-60.657,-55.392,-132.572,-132.937,-131.441,-131.301,0.342,1.153,0.549
46.978,41.321,41.307,46.963,-121.073,-121.18,-120.297,-120.088,0.443,0.95,0.323
56.102,50.435,50.419,56.083,-125.141,-125.278,-124.196,-123.884,0.354,0.707,0.353
64.156,58.48,58.46,64.132,-128.12,-128.312,-126.938,-126.442,0.259,0.836,0.214
-66.648,-71.919,-71.955,-66.676,-130.467,-131.37,-128.88,-128.551,0.376,1.01,0.508
-4.333,-9.569,-9.577,-4.342,-134.477,-134.536,-133.879,-133.828,0.336,0.728,0.23
-29.815,-35.059,-35.071,-29.826,-125.376,-125.504,-124.675,-124.605,0.412,1.094,0.448
-41.526,-46.777,-46.792,-41.539,-129.887,-130.073,-129.049,-128.964,0.396,0.742,0.391
58.661,53.405,53.388,58.641,-126.145,-126.286,-125.113,-124.779,0.474,1.095,0.433
89.577,86.477,86.298,88.942,-18.421,-124.752,-112.209,27.203,0.343,0.783,0.292
31.236,26,25.989,31.224,-126.646,-126.712,-125.989,-125.879,0.343,0.749,0.313
-11.075,-16.31,-16.32,-11.084,-130.322,-130.398,-129.722,-129.664,0.326,0.837,0.491
-61.885,-67.565,-67.594,-61.909,-128.902,-129.562,-127.566,-127.318,0.209,0.76,0.231
57.005,51.337,51.32,56.986,-126.192,-126.332,-125.22,-124.895,0.453,1.099,0.534
73.141,67.451,67.425,73.106,-132.102,-132.416,-130.441,-129.444,0.274,0.896,0.353
88.872,83.633,83.533,88.395,-110.81,-127.605,-120.501,-82.424,0.442,0.982,0.305
11.713,6.066,6.056,11.703,-122.635,-122.705,-122.07,-121.989,0.373,0.504,0.388
1.923,-3.308,-3.317,1.913,-125.927,-125.994,-125.356,-125.291,0.473,0.729,0.358
1.923,-3.312,-3.32,1.915,-134.413,-134.467,-133.82,-133.766,0.521,1.445,0.669
-46.143,-51.814,-51.832,-46.159,-123.763,-124.025,-122.859,-122.742,0.329,0.818,0.395
-38.842,-44.505,-44.519,-38.854,-131.903,-132.08,-131.107,-131.025,0.308,0.87,0.43
1.506,-3.729,-3.737,1.498,-134.417,-134.472,-133.824,-133.77,0.58,1.421,0.63
-69.15,-74.424,-74.469,-69.184,-125.674,-126.893,-123.949,-123.495,0.288,0.779,0.312
33.181,27.529,27.518,33.169,-124.491,-124.567,-123.837,-123.711,0.504,0.883,0.328
-31.99,-37.65,-37.662,-32.001,-129.631,-129.773,-128.913,-128.839,0.339,0.743,0.313
77.43,72.159,72.121,77.376,-121.542,-122.213,-119.795,-118.084,0.413,1.057,0.415
52.326,47.07,47.056,52.31,-130.617,-130.713,-129.689,-129.459,0.251,0.731,0.25
-64.202,-69.879,-69.909,-64.225,-135.306,-136.047,-133.852,-133.603,0.351,0.638,0.389
12.784,7.136,7.126,12.774,-125.8,-125.867,-125.227,-125.147,0.423,0.898,0.395
51.766,46.101,46.086,51.75,-127.393,-127.503,-126.514,-126.267,0.534,1.073,0.433
-53.918,-59.592,-59.613,-53.936,-130.407,-130.782,-129.331,-129.183,0.355,0.858,0.35
54.934,49.681,49.665,54.916,-126.246,-126.365,-125.298,-125.025,0.399,1.099,0.415
20.302,14.653,14.643,20.292,-125.713,-125.78,-125.121,-125.03,0.326,1.172,0.469
57.419,52.164,52.148,57.4,-126.181,-126.314,-125.178,-124.867,0.435,1.201,0.431
44.662,39.41,39.398,44.649,-132.918,-132.985,-132.095,-131.938,0.504,1.194,0.647
31.57,25.916,25.905,31.559,-125.577,-125.649,-124.93,-124.81,0.561,1.274,0.501
-18.16,-23.397,-23.408,-18.17,-130.425,-130.513,-129.797,-129.739,0.361,0.767,0.531
-1.898,-7.546,-7.556,-1.908,-124.917,-124.994,-124.35,-124.282,0.414,0.992,0.575
46.562,41.321,41.307,46.547,-121.082,-121.18,-120.297,-120.105,0.408,0.97,0.329
-32.817,-38.062,-38.075,-32.829,-128.599,-128.736,-127.868,-127.798,0.775,1.566,0.612
-71.173,-76.44,-76.484,-71.205,-136.279,-137.673,-134.37,-133.92,0.404,0.699,0.387
27.399,22.161,22.151,27.389,-130.959,-131.016,-130.309,-130.215,0.321,0.63,0.279
17.62,11.969,11.96,17.61,-128.93,-128.993,-128.337,-128.253,0.326,0.913,0.289
2.102,-3.546,-3.556,2.092,-122.753,-122.828,-122.192,-122.12,0.195,0.479,0.173
31.57,26.333,26.322,31.559,-125.577,-125.644,-124.922,-124.81,0.54,1.263,0.446
81.948,76.674,76.624,81.864,-120.299,-121.677,-118.408,-114.859,0.579,1.146,0.62
-59.321,-64.59,-64.618,-59.343,-124.514,-125.025,-123.257,-123.054,0.432,1.315,0.519
14.292,9.056,9.047,14.283,-133.23,-133.281,-132.625,-132.558,0.576,0.908,0.481
63.771,58.514,58.494,63.746,-121.655,-121.857,-120.514,-120.04,0.34,0.934,0.342
49.278,44.028,44.014,49.262,-127.442,-127.537,-126.589,-126.383,0.487,0.772,0.483
36.972,31.312,31.302,36.96,-130.85,-130.919,-130.137,-130.004,0.382,1.013,0.501
81.985,76.299,76.251,81.902,-122.539,-123.931,-120.731,-117.032,0.203,0.927,0.413
-51.29,-56.547,-56.564,-51.305,-135.453,-135.723,-134.422,-134.323,0.238,0.594,0.249
-7.67,-12.905,-12.914,-7.678,-134.513,-134.576,-133.91,-133.86,0.268,0.611,0.405
-76.284,-81.945,-82.025,-76.33,-135.664,-139.262,-133.569,-132.365,0.207,0.698,0.307
2.102,-3.128,-3.138,2.092,-122.753,-122.822,-122.187,-122.12,0.206,0.44,0.133
-78.318,-83.558,-83.66,-78.373,-136.555,-141.461,-134.303,-132.66,0.226,0.527,0.348
39.848,34.609,34.597,39.835,-124.395,-124.474,-123.676,-123.531,0.313,0.884,0.287
84.022,78.329,78.275,83.916,-127.36,-129.217,-125.362,-119.822,0.356,1.526,0.552
43.066,37.826,37.813,43.053,-123.277,-123.364,-122.529,-122.364,0.435,0.794,0.418
-54.985,-60.249,-60.272,-55.004,-127.341,-127.718,-126.224,-126.072,0.457,1.137,0.44
29.065,23.41,23.399,29.055,-130.941,-131.003,-130.288,-130.182,0.358,1.128,0.364
21.056,15.404,15.395,21.046,-129.958,-130.02,-129.35,-129.261,0.268,0.887,0.382
-60.502,-65.769,-65.796,-60.524,-130.855,-131.385,-129.552,-129.354,0.36,0.994,0.29
58.658,52.982,52.966,58.639,-131.573,-131.699,-130.511,-130.174,0.369,0.78,0.151
-57.777,-63.454,-63.479,-57.797,-128.568,-129.057,-127.38,-127.19,0.478,0.935,0.397
-53.406,-59.079,-59.1,-53.423,-131.421,-131.781,-130.357,-130.216,0.346,0.917,0.404
60.198,54.529,54.511,60.176,-123.943,-124.113,-122.913,-122.517,0.26,0.76,0.441
57.559,52.308,52.29,57.538,-121.883,-122.028,-120.905,-120.583,0.659,1.131,0.351
85.83,80.134,80.073,85.686,-128.53,-131.27,-126.652,-117.726,0.239,0.738,0.172
37.349,32.111,32.1,37.337,-124.433,-124.508,-123.737,-123.603,0.421,0.741,0.342
3.208,-2.025,-2.034,3.198,-131.21,-131.27,-130.627,-130.567,0.387,0.943,0.346
50.59,44.923,44.909,50.574,-129.568,-129.668,-128.694,-128.465,0.44,0.664,0.365
-53.249,-58.923,-58.945,-53.267,-128.285,-128.653,-127.227,-127.078,0.486,1.404,0.576
68.776,63.513,63.489,68.745,-122.465,-122.746,-121.138,-120.451,0.316,0.936,0.153
-42.664,-47.919,-47.934,-42.679,-125.731,-125.934,-124.877,-124.783,0.383,1.275,0.364
-71.549,-77.229,-77.284,-71.587,-127.176,-128.972,-125.36,-124.705,0.293,0.707,0.389
-3.666,-8.898,-8.908,-3.675,-128.111,-128.181,-127.531,-127.471,0.432,0.929,0.4
88.769,83.541,83.439,88.307,-107.188,-124.081,-117.173,-80.842,0.359,1.055,0.253
24.882,19.651,19.64,24.87,-121.413,-121.481,-120.806,-120.709,0.237,0.609,0.277
-13.261,-18.913,-18.923,-13.271,-128.24,-128.329,-127.64,-127.577,0.901,1.42,0.622
40.297,34.636,34.624,40.284,-130.807,-130.881,-130.063,-129.913,0.294,0.664,0.345
-19.826,-25.48,-25.491,-19.836,-130.451,-130.551,-129.819,-129.756,0.362,0.969,0.614
58.808,53.137,53.12,58.788,-127.219,-127.367,-126.197,-125.84,0.237,0.871,0.326
-29.809,-35.468,-35.48,-29.82,-130.635,-130.766,-129.935,-129.865,0.329,0.699,0.288
-24.116,-29.356,-29.368,-24.127,-124.205,-124.315,-123.549,-123.483,0.32,0.744,0.409
38.965,33.721,33.71,38.953,-129.751,-129.819,-129.016,-128.881,0.304,0.889,0.358
70.159,64.48,64.455,70.126,-124.54,-124.859,-123.177,-122.364,0.477,1.219,0.384
89.488,87.283,87.039,88.907,-12.789,-113.56,-98.324,30.293,0.235,0.573,0.194
14.709,9.473,9.464,14.7,-133.226,-133.277,-132.62,-132.553,0.625,0.933,0.521
-66.473,-72.152,-72.187,-66.5,-133.532,-134.479,-131.976,-131.646,0.298,0.957,0.326
-32.38,-38.04,-38.052,-32.391,-133.839,-133.973,-133.111,-133.045,0.453,0.812,0.385
84.584,78.904,78.843,84.457,-116.324,-119.052,-115.125,-108.303,0.334,1.443,0.368
47.149,41.481,41.469,47.136,-132.885,-132.961,-132.037,-131.851,0.6,1.363,0.676
15.708,10.06,10.05,15.698,-125.766,-125.833,-125.188,-125.104,0.396,1.042,0.605
9.05,3.817,3.808,9.041,-131.148,-131.206,-130.561,-130.496,0.523,0.948,0.411
-34.872,-40.532,-40.544,-34.883,-133.894,-134.04,-133.141,-133.072,0.511,1.033,0.482
28.881,23.227,23.217,28.87,-128.805,-128.872,-128.163,-128.055,0.405,0.984,0.402
-49.638,-54.893,-54.909,-49.652,-135.383,-135.63,-134.389,-134.297,0.217,0.433,0.181
-32.659,-37.905,-37.918,-32.672,-126.493,-126.632,-125.765,-125.692,0.415,1.023,0.259
58.868,53.608,53.591,58.848,-129.38,-129.512,-128.316,-127.986,0.55,1.063,0.468
-12.269,-17.921,-17.931,-12.279,-126.115,-126.204,-125.521,-125.456,0.286,0.863,0.372
-4.758,-10.408,-10.418,-4.768,-126.011,-126.09,-125.437,-125.371,0.531,1.12,0.674
45.956,40.294,40.281,45.941,-127.503,-127.594,-126.71,-126.519,0.32,1.385,0.294
